K_Value,Text_Num,Topic,TFIDF_acc,TFIDF_pc,TFIDF_rc,TFIDF_f1,TFIDF_fb15,TFIDF_fb20,TFIDF_fb25,TFIDF_fb30,TextRank_acc,TextRank_pc,TextRank_rc,TextRank_f1,TextRank_fb15,TextRank_fb20,TextRank_fb25,TextRank_fb30,LDA_acc,LDA_pc,LDA_rc,LDA_f1,LDA_fb15,LDA_fb20,LDA_fb25,LDA_fb30
5,245,life_rebuild_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0.5,0.6667,0.5909,0.5556,0.537,0.5263
5,246,life_rebuild_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5556,1,0.5556,0.7143,0.6436,0.6098,0.5919,0.5814
5,247,life_rebuild_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5556,1,0.5556,0.7143,0.6436,0.6098,0.5919,0.5814
5,248,life_rebuild_event,0.0833,0.2,0.125,0.1538,0.1413,0.1351,0.1318,0.1299,0,0,0,0,0,0,0,0,0.0833,0.2,0.125,0.1538,0.1413,0.1351,0.1318,0.1299
5,249,life_rebuild_event,0.0769,0.2,0.1111,0.1428,0.1287,0.1219,0.1184,0.1163,0,0,0,0,0,0,0,0,0.5556,1,0.5556,0.7143,0.6436,0.6098,0.5919,0.5814
5,250,life_rebuild_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.8,0.4444,0.5714,0.5148,0.4878,0.4734,0.4651
5,251,life_rebuild_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222,0.4,0.3333,0.3636,0.3513,0.3448,0.3411,0.339
5,252,life_rebuild_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5556,1,0.5556,0.7143,0.6436,0.6098,0.5919,0.5814
5,253,life_rebuild_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222,0.4,0.3333,0.3636,0.3513,0.3448,0.3411,0.339
5,256,life_rebuild_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2727,0.6,0.3333,0.4285,0.3861,0.3658,0.3551,0.3488
5,260,dark experience,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5714,0.8,0.6667,0.7273,0.7027,0.6897,0.6824,0.678
5,262,dark experience,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.6,0.75,0.6667,0.6964,0.7143,0.725,0.7317
5,263,dark experience,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5714,0.8,0.6667,0.7273,0.7027,0.6897,0.6824,0.678
5,264,dark experience,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5714,0.8,0.6667,0.7273,0.7027,0.6897,0.6824,0.678
5,265,dark experience,0.2222,0.4,0.3333,0.3636,0.3513,0.3448,0.3411,0.339,0,0,0,0,0,0,0,0,0.375,0.6,0.5,0.5455,0.527,0.5172,0.5118,0.5085
5,270,life_rebuild_event,0.0769,0.2,0.1111,0.1428,0.1287,0.1219,0.1184,0.1163,0,0,0,0,0,0,0,0,0.5556,1,0.5556,0.7143,0.6436,0.6098,0.5919,0.5814
6,96,Visually_impaired_mom,0.1111,0.1667,0.25,0.2,0.2167,0.2273,0.2339,0.2381,0,0,0,0,0,0,0,0,0.6667,0.6667,1,0.8,0.8667,0.9091,0.9355,0.9524
6,97,Visually_impaired_mom,0.25,0.3333,0.5,0.4,0.4333,0.4545,0.4677,0.4762,0,0,0,0,0,0,0,0,0.4286,0.5,0.75,0.6,0.65,0.6818,0.7016,0.7143
6,98,Visually_impaired_mom,0.1111,0.1667,0.25,0.2,0.2167,0.2273,0.2339,0.2381,0,0,0,0,0,0,0,0,0.6667,0.6667,1,0.8,0.8667,0.9091,0.9355,0.9524
6,101,Visually_impaired_mom,0.1111,0.1667,0.25,0.2,0.2167,0.2273,0.2339,0.2381,0,0,0,0,0,0,0,0,0.4286,0.5,0.75,0.6,0.65,0.6818,0.7016,0.7143
6,107,Visually_impaired_mom,0.1111,0.1667,0.25,0.2,0.2167,0.2273,0.2339,0.2381,0,0,0,0,0,0,0,0,0.25,0.3333,0.5,0.4,0.4333,0.4545,0.4677,0.4762
6,128,Okmart_charity_event,0.1,0.1667,0.2,0.1818,0.1884,0.1923,0.1946,0.1961,0,0,0,0,0,0,0,0,0.5714,0.6667,0.8,0.7273,0.7536,0.7692,0.7785,0.7843
6,129,Okmart_charity_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222,0.3333,0.4,0.3636,0.3768,0.3846,0.3893,0.3922
6,130,Okmart_charity_event,0.1,0.1667,0.2,0.1818,0.1884,0.1923,0.1946,0.1961,0,0,0,0,0,0,0,0,0.375,0.5,0.6,0.5455,0.5652,0.5769,0.5839,0.5882
6,131,Okmart_charity_event,0.1,0.1667,0.2,0.1818,0.1884,0.1923,0.1946,0.1961,0,0,0,0,0,0,0,0,0.5714,0.6667,0.8,0.7273,0.7536,0.7692,0.7785,0.7843
6,132,Okmart_charity_event,0.1,0.1667,0.2,0.1818,0.1884,0.1923,0.1946,0.1961,0,0,0,0,0,0,0,0,0.5714,0.6667,0.8,0.7273,0.7536,0.7692,0.7785,0.7843
6,133,Okmart_charity_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5714,0.6667,0.8,0.7273,0.7536,0.7692,0.7785,0.7843
6,134,Okmart_charity_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5714,0.6667,0.8,0.7273,0.7536,0.7692,0.7785,0.7843
6,135,Okmart_charity_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0.5,0.6,0.5455,0.5652,0.5769,0.5839,0.5882
6,244,life_rebuild_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,1,0.6667,0.8,0.7429,0.7143,0.6988,0.6897
6,245,life_rebuild_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1,0.6,0.75,0.6842,0.6522,0.635,0.625
6,246,life_rebuild_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,1,0.6667,0.8,0.7429,0.7143,0.6988,0.6897
6,247,life_rebuild_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,1,0.6667,0.8,0.7429,0.7143,0.6988,0.6897
6,248,life_rebuild_event,0.0769,0.1667,0.125,0.1429,0.1354,0.1316,0.1295,0.1282,0,0,0,0,0,0,0,0,0.1667,0.3333,0.25,0.2857,0.2708,0.2632,0.2589,0.2564
6,249,life_rebuild_event,0.0714,0.1667,0.1111,0.1333,0.1238,0.119,0.1165,0.1149,0,0,0,0,0,0,0,0,0.6667,1,0.6667,0.8,0.7429,0.7143,0.6988,0.6897
6,250,life_rebuild_event,0,0,0,0,0,0,0,0,0.0714,0.1667,0.1111,0.1333,0.1238,0.119,0.1165,0.1149,0.5,0.8333,0.5556,0.6667,0.6191,0.5953,0.5824,0.5748
6,251,life_rebuild_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333
6,252,life_rebuild_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6667,1,0.6667,0.8,0.7429,0.7143,0.6988,0.6897
6,253,life_rebuild_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333
6,256,life_rebuild_event,0.0714,0.1667,0.1111,0.1333,0.1238,0.119,0.1165,0.1149,0.0714,0.1667,0.1111,0.1333,0.1238,0.119,0.1165,0.1149,0.25,0.5,0.3333,0.4,0.3714,0.3571,0.3494,0.3448
6,260,dark experience,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667
6,262,dark experience,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4286,0.5,0.75,0.6,0.65,0.6818,0.7016,0.7143
6,263,dark experience,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667
6,264,dark experience,0.0909,0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0.1667,0,0,0,0,0,0,0,0,0.5,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667,0.6667
6,265,dark experience,0.2,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0.3333,0,0,0,0,0,0,0,0,0.3333,0.5,0.5,0.5,0.5,0.5,0.5,0.5
6,270,life_rebuild_event,0.0714,0.1667,0.1111,0.1333,0.1238,0.119,0.1165,0.1149,0,0,0,0,0,0,0,0,0.6667,1,0.6667,0.8,0.7429,0.7143,0.6988,0.6897
7,96,Visually_impaired_mom,0.1,0.1429,0.25,0.1819,0.2032,0.2174,0.2266,0.2326,0,0,0,0,0,0,0,0,0.5714,0.5714,1,0.7272,0.8125,0.8696,0.9062,0.9302
7,97,Visually_impaired_mom,0.2222,0.2857,0.5,0.3636,0.4062,0.4348,0.4531,0.4651,0,0,0,0,0,0,0,0,0.375,0.4286,0.75,0.5455,0.6094,0.6522,0.6797,0.6977
7,98,Visually_impaired_mom,0.1,0.1429,0.25,0.1819,0.2032,0.2174,0.2266,0.2326,0,0,0,0,0,0,0,0,0.5714,0.5714,1,0.7272,0.8125,0.8696,0.9062,0.9302
7,101,Visually_impaired_mom,0.1,0.1429,0.25,0.1819,0.2032,0.2174,0.2266,0.2326,0,0,0,0,0,0,0,0,0.375,0.4286,0.75,0.5455,0.6094,0.6522,0.6797,0.6977
7,107,Visually_impaired_mom,0.1,0.1429,0.25,0.1819,0.2032,0.2174,0.2266,0.2326,0,0,0,0,0,0,0,0,0.2222,0.2857,0.5,0.3636,0.4062,0.4348,0.4531,0.4651
7,128,Okmart_charity_event,0.0909,0.1429,0.2,0.1667,0.1781,0.1852,0.1896,0.1923,0,0,0,0,0,0,0,0,0.5,0.5714,0.8,0.6666,0.7123,0.7407,0.7582,0.7692
7,129,Okmart_charity_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2857,0.4,0.3333,0.3562,0.3704,0.3791,0.3846
7,130,Okmart_charity_event,0.0909,0.1429,0.2,0.1667,0.1781,0.1852,0.1896,0.1923,0,0,0,0,0,0,0,0,0.3333,0.4286,0.6,0.5,0.5343,0.5556,0.5686,0.5769
7,131,Okmart_charity_event,0.0909,0.1429,0.2,0.1667,0.1781,0.1852,0.1896,0.1923,0,0,0,0,0,0,0,0,0.5,0.5714,0.8,0.6666,0.7123,0.7407,0.7582,0.7692
7,132,Okmart_charity_event,0.0909,0.1429,0.2,0.1667,0.1781,0.1852,0.1896,0.1923,0,0,0,0,0,0,0,0,0.5,0.5714,0.8,0.6666,0.7123,0.7407,0.7582,0.7692
7,133,Okmart_charity_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7143,0.7143,1,0.8333,0.8904,0.9259,0.9477,0.9615
7,134,Okmart_charity_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7143,0.7143,1,0.8333,0.8904,0.9259,0.9477,0.9615
7,135,Okmart_charity_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333,0.4286,0.6,0.5,0.5343,0.5556,0.5686,0.5769
7,244,life_rebuild_event,0.0667,0.1429,0.1111,0.125,0.1193,0.1163,0.1146,0.1136,0,0,0,0,0,0,0,0,0.7778,1,0.7778,0.875,0.8349,0.814,0.8024,0.7955
7,245,life_rebuild_event,0.0625,0.1429,0.1,0.1177,0.1102,0.1064,0.1043,0.1031,0,0,0,0,0,0,0,0,0.5455,0.8571,0.6,0.7059,0.661,0.6383,0.6259,0.6186
7,246,life_rebuild_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7778,1,0.7778,0.875,0.8349,0.814,0.8024,0.7955
7,247,life_rebuild_event,0.0667,0.1429,0.1111,0.125,0.1193,0.1163,0.1146,0.1136,0,0,0,0,0,0,0,0,0.7778,1,0.7778,0.875,0.8349,0.814,0.8024,0.7955
7,248,life_rebuild_event,0.0714,0.1429,0.125,0.1334,0.13,0.1282,0.1272,0.1266,0,0,0,0,0,0,0,0,0.1538,0.2857,0.25,0.2667,0.26,0.2564,0.2544,0.2532
7,249,life_rebuild_event,0.0667,0.1429,0.1111,0.125,0.1193,0.1163,0.1146,0.1136,0,0,0,0,0,0,0,0,0.6,0.8571,0.6667,0.75,0.7156,0.6977,0.6878,0.6818
7,250,life_rebuild_event,0,0,0,0,0,0,0,0,0.0667,0.1429,0.1111,0.125,0.1193,0.1163,0.1146,0.1136,0.4545,0.7143,0.5556,0.625,0.5964,0.5814,0.5732,0.5682
7,251,life_rebuild_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1818,0.2857,0.3333,0.3077,0.317,0.3226,0.3258,0.3278
7,252,life_rebuild_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7778,1,0.7778,0.875,0.8349,0.814,0.8024,0.7955
7,253,life_rebuild_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1818,0.2857,0.3333,0.3077,0.317,0.3226,0.3258,0.3278
7,256,life_rebuild_event,0.0667,0.1429,0.1111,0.125,0.1193,0.1163,0.1146,0.1136,0.0667,0.1429,0.1111,0.125,0.1193,0.1163,0.1146,0.1136,0.3333,0.5714,0.4444,0.5,0.477,0.4651,0.4585,0.4545
7,260,dark experience,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444,0.5714,0.6667,0.6154,0.6342,0.6452,0.6517,0.6558
7,262,dark experience,0.1,0.1429,0.25,0.1819,0.2032,0.2174,0.2266,0.2326,0,0,0,0,0,0,0,0,0.375,0.4286,0.75,0.5455,0.6094,0.6522,0.6797,0.6977
7,263,dark experience,0.0833,0.1429,0.1667,0.1539,0.1586,0.1613,0.163,0.164,0,0,0,0,0,0,0,0,0.4444,0.5714,0.6667,0.6154,0.6342,0.6452,0.6517,0.6558
7,264,dark experience,0.0833,0.1429,0.1667,0.1539,0.1586,0.1613,0.163,0.164,0,0,0,0,0,0,0,0,0.4444,0.5714,0.6667,0.6154,0.6342,0.6452,0.6517,0.6558
7,265,dark experience,0.1818,0.2857,0.3333,0.3077,0.317,0.3226,0.3258,0.3278,0,0,0,0,0,0,0,0,0.4444,0.5714,0.6667,0.6154,0.6342,0.6452,0.6517,0.6558
7,270,life_rebuild_event,0.0667,0.1429,0.1111,0.125,0.1193,0.1163,0.1146,0.1136,0,0,0,0,0,0,0,0,0.6,0.8571,0.6667,0.75,0.7156,0.6977,0.6878,0.6818
8,96,Visually_impaired_mom,0.0909,0.125,0.25,0.1667,0.1912,0.2083,0.2197,0.2273,0,0,0,0,0,0,0,0,0.5,0.5,1,0.6667,0.7647,0.8333,0.8788,0.9091
8,97,Visually_impaired_mom,0.2,0.25,0.5,0.3333,0.3824,0.4167,0.4394,0.4545,0,0,0,0,0,0,0,0,0.3333,0.375,0.75,0.5,0.5735,0.625,0.6591,0.6818
8,98,Visually_impaired_mom,0.0909,0.125,0.25,0.1667,0.1912,0.2083,0.2197,0.2273,0,0,0,0,0,0,0,0,0.5,0.5,1,0.6667,0.7647,0.8333,0.8788,0.9091
8,101,Visually_impaired_mom,0.0909,0.125,0.25,0.1667,0.1912,0.2083,0.2197,0.2273,0,0,0,0,0,0,0,0,0.3333,0.375,0.75,0.5,0.5735,0.625,0.6591,0.6818
8,107,Visually_impaired_mom,0.0909,0.125,0.25,0.1667,0.1912,0.2083,0.2197,0.2273,0,0,0,0,0,0,0,0,0.2,0.25,0.5,0.3333,0.3824,0.4167,0.4394,0.4545
8,128,Okmart_charity_event,0.0833,0.125,0.2,0.1538,0.1688,0.1786,0.1847,0.1887,0,0,0,0,0,0,0,0,0.4444,0.5,0.8,0.6154,0.6753,0.7143,0.7389,0.7547
8,129,Okmart_charity_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.375,0.6,0.4615,0.5065,0.5357,0.5541,0.566
8,130,Okmart_charity_event,0.0833,0.125,0.2,0.1538,0.1688,0.1786,0.1847,0.1887,0,0,0,0,0,0,0,0,0.4444,0.5,0.8,0.6154,0.6753,0.7143,0.7389,0.7547
8,131,Okmart_charity_event,0.0833,0.125,0.2,0.1538,0.1688,0.1786,0.1847,0.1887,0,0,0,0,0,0,0,0,0.4444,0.5,0.8,0.6154,0.6753,0.7143,0.7389,0.7547
8,132,Okmart_charity_event,0.0833,0.125,0.2,0.1538,0.1688,0.1786,0.1847,0.1887,0,0,0,0,0,0,0,0,0.4444,0.5,0.8,0.6154,0.6753,0.7143,0.7389,0.7547
8,133,Okmart_charity_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.625,1,0.7692,0.8442,0.8929,0.9236,0.9434
8,134,Okmart_charity_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.625,1,0.7692,0.8442,0.8929,0.9236,0.9434
8,135,Okmart_charity_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444,0.5,0.8,0.6154,0.6753,0.7143,0.7389,0.7547
8,244,life_rebuild_event,0.0625,0.125,0.1111,0.1176,0.115,0.1136,0.1128,0.1123,0,0,0,0,0,0,0,0,0.7,0.875,0.7778,0.8235,0.8053,0.7955,0.7899,0.7865
8,245,life_rebuild_event,0.0588,0.125,0.1,0.1111,0.1066,0.1042,0.1028,0.102,0,0,0,0,0,0,0,0,0.6364,0.875,0.7,0.7778,0.7459,0.7292,0.7199,0.7143
8,246,life_rebuild_event,0,0,0,0,0,0,0,0,0.0625,0.125,0.1111,0.1176,0.115,0.1136,0.1128,0.1123,0.7,0.875,0.7778,0.8235,0.8053,0.7955,0.7899,0.7865
8,247,life_rebuild_event,0.0625,0.125,0.1111,0.1176,0.115,0.1136,0.1128,0.1123,0,0,0,0,0,0,0,0,0.7,0.875,0.7778,0.8235,0.8053,0.7955,0.7899,0.7865
8,248,life_rebuild_event,0.0667,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0.1429,0.25,0.25,0.25,0.25,0.25,0.25,0.25
8,249,life_rebuild_event,0.0625,0.125,0.1111,0.1176,0.115,0.1136,0.1128,0.1123,0.0625,0.125,0.1111,0.1176,0.115,0.1136,0.1128,0.1123,0.7,0.875,0.7778,0.8235,0.8053,0.7955,0.7899,0.7865
8,250,life_rebuild_event,0,0,0,0,0,0,0,0,0.0625,0.125,0.1111,0.1176,0.115,0.1136,0.1128,0.1123,0.5455,0.75,0.6667,0.7059,0.6903,0.6818,0.6771,0.6742
8,251,life_rebuild_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2727,0.375,0.5,0.4286,0.4535,0.4688,0.478,0.4839
8,252,life_rebuild_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.875,0.7778,0.8235,0.8053,0.7955,0.7899,0.7865
8,253,life_rebuild_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2727,0.375,0.5,0.4286,0.4535,0.4688,0.478,0.4839
8,256,life_rebuild_event,0.0625,0.125,0.1111,0.1176,0.115,0.1136,0.1128,0.1123,0.0625,0.125,0.1111,0.1176,0.115,0.1136,0.1128,0.1123,0.3077,0.5,0.4444,0.4706,0.4601,0.4545,0.4513,0.4494
8,260,dark experience,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.5,0.6667,0.5714,0.6047,0.625,0.6374,0.6452
8,262,dark experience,0.0909,0.125,0.25,0.1667,0.1912,0.2083,0.2197,0.2273,0,0,0,0,0,0,0,0,0.3333,0.375,0.75,0.5,0.5735,0.625,0.6591,0.6818
8,263,dark experience,0.0769,0.125,0.1667,0.1429,0.1512,0.1563,0.1594,0.1613,0,0,0,0,0,0,0,0,0.4,0.5,0.6667,0.5714,0.6047,0.625,0.6374,0.6452
8,264,dark experience,0.0769,0.125,0.1667,0.1429,0.1512,0.1563,0.1594,0.1613,0,0,0,0,0,0,0,0,0.4,0.5,0.6667,0.5714,0.6047,0.625,0.6374,0.6452
8,265,dark experience,0.1667,0.25,0.3333,0.2857,0.3023,0.3125,0.3187,0.3226,0,0,0,0,0,0,0,0,0.4,0.5,0.6667,0.5714,0.6047,0.625,0.6374,0.6452
8,270,life_rebuild_event,0.0625,0.125,0.1111,0.1176,0.115,0.1136,0.1128,0.1123,0,0,0,0,0,0,0,0,0.5455,0.75,0.6667,0.7059,0.6903,0.6818,0.6771,0.6742
9,96,Visually_impaired_mom,0.0833,0.1111,0.25,0.1538,0.1805,0.2,0.2132,0.2222,0,0,0,0,0,0,0,0,0.4444,0.4444,1,0.6153,0.7222,0.8,0.8529,0.8889
9,97,Visually_impaired_mom,0.1818,0.2222,0.5,0.3077,0.3611,0.4,0.4265,0.4444,0,0,0,0,0,0,0,0,0.3,0.3333,0.75,0.4615,0.5416,0.6,0.6397,0.6667
9,98,Visually_impaired_mom,0.0833,0.1111,0.25,0.1538,0.1805,0.2,0.2132,0.2222,0,0,0,0,0,0,0,0,0.4444,0.4444,1,0.6153,0.7222,0.8,0.8529,0.8889
9,101,Visually_impaired_mom,0.0833,0.1111,0.25,0.1538,0.1805,0.2,0.2132,0.2222,0,0,0,0,0,0,0,0,0.3,0.3333,0.75,0.4615,0.5416,0.6,0.6397,0.6667
9,107,Visually_impaired_mom,0.0833,0.1111,0.25,0.1538,0.1805,0.2,0.2132,0.2222,0,0,0,0,0,0,0,0,0.1818,0.2222,0.5,0.3077,0.3611,0.4,0.4265,0.4444
9,128,Okmart_charity_event,0.0769,0.1111,0.2,0.1428,0.1605,0.1724,0.1801,0.1852,0,0,0,0,0,0,0,0,0.4,0.4444,0.8,0.5714,0.6419,0.6896,0.7205,0.7407
9,129,Okmart_charity_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4444,0.8,0.5714,0.6419,0.6896,0.7205,0.7407
9,130,Okmart_charity_event,0.0769,0.1111,0.2,0.1428,0.1605,0.1724,0.1801,0.1852,0,0,0,0,0,0,0,0,0.5556,0.5556,1,0.7143,0.8025,0.8621,0.9006,0.9259
9,131,Okmart_charity_event,0.0769,0.1111,0.2,0.1428,0.1605,0.1724,0.1801,0.1852,0,0,0,0,0,0,0,0,0.5556,0.5556,1,0.7143,0.8025,0.8621,0.9006,0.9259
9,132,Okmart_charity_event,0.0769,0.1111,0.2,0.1428,0.1605,0.1724,0.1801,0.1852,0,0,0,0,0,0,0,0,0.4,0.4444,0.8,0.5714,0.6419,0.6896,0.7205,0.7407
9,133,Okmart_charity_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5556,0.5556,1,0.7143,0.8025,0.8621,0.9006,0.9259
9,134,Okmart_charity_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5556,0.5556,1,0.7143,0.8025,0.8621,0.9006,0.9259
9,135,Okmart_charity_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4444,0.8,0.5714,0.6419,0.6896,0.7205,0.7407
9,244,life_rebuild_event,0.0588,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0,0,0,0,0,0,0,0,0.6364,0.7778,0.7778,0.7778,0.7778,0.7778,0.7778,0.7778
9,245,life_rebuild_event,0.0556,0.1111,0.1,0.1053,0.1032,0.102,0.1014,0.101,0,0,0,0,0,0,0,0,0.5833,0.7778,0.7,0.7369,0.7222,0.7143,0.7098,0.7071
9,246,life_rebuild_event,0,0,0,0,0,0,0,0,0.0588,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.6364,0.7778,0.7778,0.7778,0.7778,0.7778,0.7778,0.7778
9,247,life_rebuild_event,0.0588,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0,0,0,0,0,0,0,0,0.6364,0.7778,0.7778,0.7778,0.7778,0.7778,0.7778,0.7778
9,248,life_rebuild_event,0.0625,0.1111,0.125,0.1176,0.1204,0.1219,0.1229,0.1235,0,0,0,0,0,0,0,0,0.1333,0.2222,0.25,0.2353,0.2407,0.2439,0.2458,0.2469
9,249,life_rebuild_event,0.0588,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.0588,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.8,0.8889,0.8889,0.8889,0.8889,0.8889,0.8889,0.8889
9,250,life_rebuild_event,0,0,0,0,0,0,0,0,0.0588,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.6364,0.7778,0.7778,0.7778,0.7778,0.7778,0.7778,0.7778
9,251,life_rebuild_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.3333,0.5,0.4,0.4333,0.4545,0.4677,0.4762
9,252,life_rebuild_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6364,0.7778,0.7778,0.7778,0.7778,0.7778,0.7778,0.7778
9,253,life_rebuild_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.3333,0.5,0.4,0.4333,0.4545,0.4677,0.4762
9,256,life_rebuild_event,0.0588,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.0588,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.3846,0.5556,0.5556,0.5556,0.5556,0.5556,0.5556,0.5556
9,260,dark experience,0.0714,0.1111,0.1667,0.1333,0.1445,0.1515,0.1559,0.1588,0,0,0,0,0,0,0,0,0.3636,0.4444,0.6667,0.5333,0.5778,0.6061,0.6237,0.6349
9,262,dark experience,0.0833,0.1111,0.25,0.1538,0.1805,0.2,0.2132,0.2222,0,0,0,0,0,0,0,0,0.3,0.3333,0.75,0.4615,0.5416,0.6,0.6397,0.6667
9,263,dark experience,0.0714,0.1111,0.1667,0.1333,0.1445,0.1515,0.1559,0.1588,0,0,0,0,0,0,0,0,0.3636,0.4444,0.6667,0.5333,0.5778,0.6061,0.6237,0.6349
9,264,dark experience,0.0714,0.1111,0.1667,0.1333,0.1445,0.1515,0.1559,0.1588,0,0,0,0,0,0,0,0,0.3636,0.4444,0.6667,0.5333,0.5778,0.6061,0.6237,0.6349
9,265,dark experience,0.1538,0.2222,0.3333,0.2666,0.2889,0.303,0.3118,0.3174,0,0,0,0,0,0,0,0,0.3636,0.4444,0.6667,0.5333,0.5778,0.6061,0.6237,0.6349
9,270,life_rebuild_event,0.0588,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.0588,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.1111,0.6364,0.7778,0.7778,0.7778,0.7778,0.7778,0.7778,0.7778
10,96,Visually_impaired_mom,0.0769,0.1,0.25,0.1429,0.1711,0.1923,0.2071,0.2174,0,0,0,0,0,0,0,0,0.4,0.4,1,0.5714,0.6842,0.7692,0.8286,0.8696
10,97,Visually_impaired_mom,0.1667,0.2,0.5,0.2857,0.3421,0.3846,0.4143,0.4348,0,0,0,0,0,0,0,0,0.2727,0.3,0.75,0.4286,0.5132,0.5769,0.6214,0.6522
10,98,Visually_impaired_mom,0.0769,0.1,0.25,0.1429,0.1711,0.1923,0.2071,0.2174,0,0,0,0,0,0,0,0,0.4,0.4,1,0.5714,0.6842,0.7692,0.8286,0.8696
10,101,Visually_impaired_mom,0.0769,0.1,0.25,0.1429,0.1711,0.1923,0.2071,0.2174,0,0,0,0,0,0,0,0,0.4,0.4,1,0.5714,0.6842,0.7692,0.8286,0.8696
